1514050791000;5,551624906643544E-5;5,6445167512151684E-5
1514051691000;5,632272290860134E-5;5,6933426697382836E-5
1514052591000;5,765686449619755E-5;5,8070392374411565E-5
1514053491000;5,710133754124219E-5;5,8228660216321194E-5
1514054391000;5,651685942723116E-5;5,72513523860469E-5
1514055291000;5,6011663315994724E-5;5,649842424475911E-5
1514056191000;5,552339407056214E-5;5,578149971260831E-5
1514057091000;5,4423439490618415E-5;5,5108204440338466E-5
1514057991000;5,548669625742713E-5;5,577213182277712E-5
1514058891000;5,40378021113319E-5;5,463631090839504E-5
1514059791000;5,515721622179006E-5;5,5267294844070326E-5
1514060691000;5,5290105076981954E-5;5,53536007557795E-5
1514061591000;5,502020429612604E-5;5,5289877013453625E-5
1514062491000;5,450905608354064E-5;5,478853194347612E-5
1514063391000;5,546587388800931E-5;5,593745565520881E-5
1514064291000;5,474549740935401E-5;5,5176707130912346E-5
1514065191000;5,442003164014916E-5;5,547154713468276E-5
1514066091000;5,4268776363074234E-5;5,476448320654113E-5
1514066991000;5,4813814295507425E-5;5,54964313576104E-5
1514067891000;5,604226467073554E-5;5,6422869078436E-5
1514068791000;5,656210914001638E-5;5,6912801175709E-5
1514069691000;5,611845358134565E-5;5,7004176721242103E-5
1514070591000;5,731205179575879E-5;5,765106288086762E-5
1514071491000;5,7315626093250245E-5;5,828553810433705E-5
1514072391000;5,7459095266405916E-5;5,810406826710438E-5
1514073291000;5,8054538321129586E-5;5,8642216062951336E-5
1514074191000;5,844015513988571E-5;5,887376041724021E-5
1514075091000;5,8333305973413305E-5;5,899895328238018E-5
1514075991000;5,869380069377011E-5;5,9797184883019915E-5
1514076891000;6,01140355849446E-5;6,014377772717085E-5
1514077791000;6,036858971385818E-5;6,0582005260449124E-5
1514078691000;5,9273574617389735E-5;5,993698750864477E-5
1514079591000;5,934619046662353E-5;5,9490301160456404E-5
1514080491000;5,955582782644331E-5;6,020582511591701E-5
1514081391000;6,0408392587998584E-5;6,082225021310148E-5
1514082291000;5,962789183966892E-5;6,0411980095366724E-5
1514083191000;5,903498326397391E-5;6,0095789084027164E-5
1514084091000;5,813645651577364E-5;5,9201291390148885E-5
1514084991000;5,933144413641046E-5;5,999343776059944E-5
1514085891000;5,882621006056513E-5;5,905292449181085E-5
1514086791000;5,790513088682164E-5;5,807825831861053E-5
1514087691000;5,811835119717654E-5;5,9238460917233116E-5
1514088591000;6,0164717675395134E-5;6,019883244883821E-5
1514089491000;5,8521778580097235E-5;5,962764737964491E-5
1514090391000;5,910736013320383E-5;6,013929416597538E-5
1514091291000;6,074709187424589E-5;6,108411021820076E-5
1514092191000;5,994670468266281E-5;6,0555539335438776E-5
1514093091000;5,9650077323294936E-5;6,0760387978548886E-5
1514093991000;6,135204538478949E-5;6,189872734224834E-5
1514094891000;6,091990459214063E-5;6,182481776098283E-5
1514095791000;6,168281881970094E-5;6,245804529913462E-5
1514096691000;6,199437342913633E-5;6,238553456683786E-5
1514097591000;6,0813808529582975E-5;6,151598324007016E-5
1514098491000;6,1304829744932E-5;6,168082603182933E-5
1514099391000;6,004664396115892E-5;6,0883041788216414E-5
1514100291000;6,141224011029933E-5;6,153410625690625E-5
1514101191000;6,063027452684832E-5;6,182419889769723E-5
1514102091000;6,143457309260983E-5;6,221664396980084E-5
1514102991000;6,143380848009176E-5;6,232606334621022E-5
1514103891000;6,153736491800253E-5;6,200604028026455E-5
1514104791000;6,10215608265615E-5;6,165755605442509E-5
1514105691000;6,088343697047786E-5;6,190469988519367E-5
1514106591000;6,237717263271332E-5;6,246824085366827E-5
1514107491000;6,085856579389793E-5;6,202792026667247E-5
1514108391000;6,102207044560803E-5;6,200437836398607E-5
1514109291000;6,2343075244791E-5;6,239593555756224E-5
1514110191000;6,214699651741287E-5;6,245480790580592E-5
1514111091000;6,16155401162937E-5;6,255487246358145E-5
1514111991000;6,167751832375642E-5;6,272951169050642E-5
1514112891000;6,350329013494372E-5;6,359444074437307E-5
1514113791000;6,313385073349006E-5;6,327195334308324E-5
1514114691000;6,336021977320037E-5;6,386868897457827E-5
1514115591000;6,402138224494657E-5;6,498287559868906E-5
1514116491000;6,426914514146644E-5;6,507351813611872E-5
1514117391000;6,50867161423644E-5;6,547665576931024E-5
1514118291000;6,34261019823002E-5;6,446421790431343E-5
1514119191000;6,385460156700139E-5;6,489531704458248E-5
1514120091000;6,500309100530982E-5;6,570572589924448E-5
1514120991000;6,618714643340159E-5;6,659842381180958E-5
1514121891000;6,5032890790977E-5;6,561001064359624E-5
1514122791000;6,510911042975546E-5;6,595676922052405E-5
1514123691000;6,531747838306767E-5;6,615635577076283E-5
1514124591000;6,586604088877072E-5;6,627589728248988E-5
1514125491000;6,600612410687546E-5;6,689303981918961E-5
1514126391000;6,589771530402052E-5;6,689325129070532E-5
1514127291000;6,685498916874859E-5;6,790469762314563E-5
1514128191000;6,750628687908047E-5;6,790883788413473E-5
1514129091000;6,795397929203469E-5;6,895380455523197E-5
1514129991000;6,94223546030377E-5;7,00908818966905E-5
1514130891000;6,97167805024814E-5;7,074493777337728E-5
1514131791000;6,964624352992479E-5;7,082110730978215E-5
1514132691000;6,963466660495155E-5;7,030584068038223E-5
1514133591000;6,989580668392407E-5;7,042271773538039E-5
1514134491000;6,965276275438984E-5;7,000089976933209E-5
1514135391000;6,883996402069472E-5;6,947701787530009E-5
1514136291000;6,941405728889337E-5;7,025887418377964E-5
1514137191000;6,911322450382836E-5;6,970264902981373E-5
1514138091000;6,943656620517276E-5;6,978720453372697E-5
1514138991000;6,887496148315217E-5;6,910670617532512E-5
1514139891000;6,941790338581684E-5;6,959105251273767E-5
1514140791000;6,965129797579383E-5;6,968161669858562E-5
1514141691000;6,864681171933986E-5;6,960122139204547E-5
1514142591000;6,907135395369723E-5;6,965007137873518E-5
1514143491000;6,913525613031942E-5;7,005192082727248E-5
1514144391000;7,027609500360335E-5;7,091677455692646E-5
1514145291000;7,04830962502013E-5;7,065221155654052E-5
1514146191000;7,094074451291725E-5;7,147669869120928E-5
1514147091000;7,177059819728842E-5;7,196520459701592E-5
1514147991000;7,033314538611591E-5;7,151134343628726E-5
1514148891000;7,227920725785014E-5;7,24459033132764E-5
1514149791000;7,163508948095455E-5;7,214694547008307E-5
1514150691000;7,162362550699391E-5;7,279086335694847E-5
1514151591000;7,125874755942054E-5;7,242542808110066E-5
1514152491000;7,05354834974579E-5;7,174237571930138E-5
1514153391000;7,106939837456571E-5;7,18513175057788E-5
1514154291000;7,106587558485282E-5;7,15676273897361E-5
1514155191000;7,115680645991707E-5;7,186300633315211E-5
1514156091000;7,207054779885719E-5;7,238617046710149E-5
1514156991000;7,268556772904037E-5;7,302958027527872E-5
1514157891000;7,277165140839706E-5;7,337946436378339E-5
1514158791000;7,334283626661434E-5;7,365973465378329E-5
1514159691000;7,159286656700243E-5;7,257301463704763E-5
1514160591000;7,251321960479067E-5;7,320297864479999E-5
1514161491000;7,421606268141497E-5;7,424128099892284E-5
1514162391000;7,431203696913746E-5;7,527609833780974E-5
